lesson_id,module_slug,subject,grade_band,total_linked_questions,flagged_linked_questions,blocked_linked_questions,generic_linked_questions,blocked_rate,all_linked_questions_blocked,reason_codes,flagged_question_ids,lesson_title
1615,1-science-engineering-practices-ask-imagine-plan-create-test-design-cycle,Science,1,20,0,0,0,0,false,,,Ask/Imagine/Plan/Create/Test (Design Cycle) Launch Lesson
1616,10-science-engineering-practices-computational-modeling-intro,Science,10,24,0,0,0,0,false,,,Computational Modeling (intro) Launch Lesson
1617,10-science-engineering-practices-experiment-design-and-statistics-in-labs,Science,10,20,0,0,0,0,false,,,Experiment Design & Statistics in Labs Launch Lesson
1618,10-science-engineering-practices-systems-design,Science,10,32,0,0,0,0,false,,,Systems Design Launch Lesson
1619,11-science-engineering-practices-computational-modeling-intro,Science,11,24,0,0,0,0,false,,,Computational Modeling (intro) Launch Lesson
1620,11-science-engineering-practices-experiment-design-and-statistics-in-labs,Science,11,20,0,0,0,0,false,,,Experiment Design & Statistics in Labs Launch Lesson
1621,11-science-engineering-practices-systems-design,Science,11,32,0,0,0,0,false,,,Systems Design Launch Lesson
1622,12-science-engineering-practices-computational-modeling-intro,Science,12,24,0,0,0,0,false,,,Computational Modeling (intro) Launch Lesson
1623,12-science-engineering-practices-experiment-design-and-statistics-in-labs,Science,12,20,0,0,0,0,false,,,Experiment Design & Statistics in Labs Launch Lesson
1624,12-science-engineering-practices-systems-design,Science,12,32,0,0,0,0,false,,,Systems Design Launch Lesson
1625,2-science-engineering-practices-ask-imagine-plan-create-test-design-cycle,Science,2,20,0,0,0,0,false,,,Ask/Imagine/Plan/Create/Test (Design Cycle) Launch Lesson
1641,9-science-engineering-practices-computational-modeling-intro,Science,9,24,0,0,0,0,false,,,Computational Modeling (intro) Launch Lesson
1642,9-science-engineering-practices-experiment-design-and-statistics-in-labs,Science,9,20,0,0,0,0,false,,,Experiment Design & Statistics in Labs Launch Lesson
1643,9-science-engineering-practices-systems-design,Science,9,32,0,0,0,0,false,,,Systems Design Launch Lesson
1644,k-science-engineering-practices-ask-imagine-plan-create-test-design-cycle,Science,K,20,0,0,0,0,false,,,Ask/Imagine/Plan/Create/Test (Design Cycle) Launch Lesson
1645,1-science-life-science-habitats,Science,1,12,0,0,0,0,false,,,Habitats Launch Lesson
1646,1-science-life-science-life-cycles,Science,1,20,0,0,0,0,false,,,Life Cycles Launch Lesson
1647,1-science-life-science-plants-animals-needs,Science,1,12,0,0,0,0,false,,,Plants/Animals Needs Launch Lesson
1648,10-science-life-science-biochemistry-intro,Science,10,28,0,0,0,0,false,,,Biochemistry (intro) Launch Lesson
1649,10-science-life-science-ecology-population-community,Science,10,24,0,0,0,0,false,,,Ecology (population/community) Launch Lesson
1650,10-science-life-science-evolution-advanced,Science,10,24,0,0,0,0,false,,,Evolution (advanced) Launch Lesson
1651,10-science-life-science-molecular-genetics,Science,10,16,0,0,0,0,false,,,Molecular Genetics Launch Lesson
1652,11-science-life-science-biochemistry-intro,Science,11,28,0,0,0,0,false,,,Biochemistry (intro) Launch Lesson
1653,11-science-life-science-ecology-population-community,Science,11,24,0,0,0,0,false,,,Ecology (population/community) Launch Lesson
1654,11-science-life-science-evolution-advanced,Science,11,24,0,0,0,0,false,,,Evolution (advanced) Launch Lesson
1655,11-science-life-science-molecular-genetics,Science,11,16,0,0,0,0,false,,,Molecular Genetics Launch Lesson
1656,12-science-life-science-biochemistry-intro,Science,12,28,0,0,0,0,false,,,Biochemistry (intro) Launch Lesson
1657,12-science-life-science-ecology-population-community,Science,12,24,0,0,0,0,false,,,Ecology (population/community) Launch Lesson
1658,12-science-life-science-evolution-advanced,Science,12,24,0,0,0,0,false,,,Evolution (advanced) Launch Lesson
1659,12-science-life-science-molecular-genetics,Science,12,16,0,0,0,0,false,,,Molecular Genetics Launch Lesson
1660,12-science-life-science-physiology,Science,12,24,0,0,0,0,false,,,Physiology Launch Lesson
1661,2-science-life-science-habitats,Science,2,12,0,0,0,0,false,,,Habitats Launch Lesson
1662,2-science-life-science-life-cycles,Science,2,20,0,0,0,0,false,,,Life Cycles Launch Lesson
1663,2-science-life-science-plants-animals-needs,Science,2,12,0,0,0,0,false,,,Plants/Animals Needs Launch Lesson
1691,9-science-life-science-biochemistry-intro,Science,9,28,0,0,0,0,false,,,Biochemistry (intro) Launch Lesson
1692,9-science-life-science-ecology-population-community,Science,9,24,0,0,0,0,false,,,Ecology (population/community) Launch Lesson
1693,9-science-life-science-evolution-advanced,Science,9,24,0,0,0,0,false,,,Evolution (advanced) Launch Lesson
1694,9-science-life-science-molecular-genetics,Science,9,16,0,0,0,0,false,,,Molecular Genetics Launch Lesson
1695,9-science-life-science-physiology,Science,9,24,0,0,0,0,false,,,Physiology Launch Lesson
1696,k-science-life-science-habitats,Science,K,12,0,0,0,0,false,,,Habitats Launch Lesson
1697,k-science-life-science-life-cycles,Science,K,20,0,0,0,0,false,,,Life Cycles Launch Lesson
1698,k-science-life-science-plants-animals-needs,Science,K,12,0,0,0,0,false,,,Plants/Animals Needs Launch Lesson
1699,1-science-physical-science-energy-heat-sun,Science,1,12,0,0,0,0,false,,,Energy (heat/sun) Launch Lesson
1700,1-science-physical-science-forces-and-motion-push-pull,Science,1,20,0,0,0,0,false,,,Forces & Motion (push/pull) Launch Lesson
1701,1-science-physical-science-light-and-sound,Science,1,20,0,0,0,0,false,,,Light & Sound Launch Lesson
1702,1-science-physical-science-matter-properties-solids-liquids-gases,Science,1,20,0,0,0,0,false,,,Matter Properties (solids/liquids/gases) Launch Lesson
1703,10-science-physical-science-chemistry-stoichiometry-equilibrium-acids-bases,Science,10,28,0,0,0,0,false,,,Chemistry: Stoichiometry/Equilibrium/Acids-Bases Launch Lesson
1704,10-science-physical-science-electricity-and-magnetism,Science,10,24,0,0,0,0,false,,,Electricity & Magnetism Launch Lesson
1705,10-science-physical-science-mechanics,Science,10,20,0,0,0,0,false,,,Mechanics Launch Lesson
1706,10-science-physical-science-thermodynamics,Science,10,28,0,0,0,0,false,,,Thermodynamics Launch Lesson
1707,10-science-physical-science-waves-and-optics,Science,10,24,0,0,0,0,false,,,Waves & Optics Launch Lesson
1708,11-science-physical-science-chemistry-stoichiometry-equilibrium-acids-bases,Science,11,28,0,0,0,0,false,,,Chemistry: Stoichiometry/Equilibrium/Acids-Bases Launch Lesson
1709,11-science-physical-science-electricity-and-magnetism,Science,11,24,0,0,0,0,false,,,Electricity & Magnetism Launch Lesson
1710,11-science-physical-science-mechanics,Science,11,20,0,0,0,0,false,,,Mechanics Launch Lesson
1711,11-science-physical-science-thermodynamics,Science,11,28,0,0,0,0,false,,,Thermodynamics Launch Lesson
1712,11-science-physical-science-waves-and-optics,Science,11,24,0,0,0,0,false,,,Waves & Optics Launch Lesson
1714,12-science-physical-science-chemistry-stoichiometry-equilibrium-acids-bases,Science,12,28,0,0,0,0,false,,,Chemistry: Stoichiometry/Equilibrium/Acids-Bases Launch Lesson
1715,12-science-physical-science-electricity-and-magnetism,Science,12,24,0,0,0,0,false,,,Electricity & Magnetism Launch Lesson
1716,12-science-physical-science-mechanics,Science,12,20,0,0,0,0,false,,,Mechanics Launch Lesson
1717,12-science-physical-science-thermodynamics,Science,12,28,0,0,0,0,false,,,Thermodynamics Launch Lesson
1718,12-science-physical-science-waves-and-optics,Science,12,24,0,0,0,0,false,,,Waves & Optics Launch Lesson
1719,2-science-physical-science-energy-heat-sun,Science,2,12,0,0,0,0,false,,,Energy (heat/sun) Launch Lesson
1720,2-science-physical-science-forces-and-motion-push-pull,Science,2,20,0,0,0,0,false,,,Forces & Motion (push/pull) Launch Lesson
1721,2-science-physical-science-light-and-sound,Science,2,20,0,0,0,0,false,,,Light & Sound Launch Lesson
1722,2-science-physical-science-matter-properties-solids-liquids-gases,Science,2,20,0,0,0,0,false,,,Matter Properties (solids/liquids/gases) Launch Lesson
1746,9-science-physical-science-chemistry-stoichiometry-equilibrium-acids-bases,Science,9,28,0,0,0,0,false,,,Chemistry: Stoichiometry/Equilibrium/Acids-Bases Launch Lesson
1747,9-science-physical-science-electricity-and-magnetism,Science,9,24,0,0,0,0,false,,,Electricity & Magnetism Launch Lesson
1748,9-science-physical-science-mechanics,Science,9,20,0,0,0,0,false,,,Mechanics Launch Lesson
1749,9-science-physical-science-thermodynamics,Science,9,28,0,0,0,0,false,,,Thermodynamics Launch Lesson
1750,9-science-physical-science-waves-and-optics,Science,9,24,0,0,0,0,false,,,Waves & Optics Launch Lesson
1751,k-science-physical-science-energy-heat-sun,Science,K,12,0,0,0,0,false,,,Energy (heat/sun) Launch Lesson
1752,k-science-physical-science-forces-and-motion-push-pull,Science,K,20,0,0,0,0,false,,,Forces & Motion (push/pull) Launch Lesson
1753,k-science-physical-science-light-and-sound,Science,K,20,0,0,0,0,false,,,Light & Sound Launch Lesson
1754,k-science-physical-science-matter-properties-solids-liquids-gases,Science,K,20,0,0,0,0,false,,,Matter Properties (solids/liquids/gases) Launch Lesson
1755,1-social-studies-us-history-personal-family-history,Social Studies,1,16,0,0,0,0,false,,,Personal/Family History Launch Lesson
1759,1-social-studies-civics-and-government-rules-and-community,Social Studies,1,24,0,0,0,0,false,,,Rules & Community Launch Lesson
1760,1-social-studies-civics-and-government-symbols-and-holidays,Social Studies,1,20,0,0,0,0,false,,,Symbols & Holidays Launch Lesson
1761,10-social-studies-civics-and-government-comparative-government,Social Studies,10,24,0,0,0,0,false,,,Comparative Government Launch Lesson
1762,10-social-studies-civics-and-government-us-government-institutions-policy,Social Studies,10,24,0,0,0,0,false,,,"US Government (institutions, policy) Launch Lesson"
1763,11-social-studies-civics-and-government-comparative-government,Social Studies,11,24,0,0,0,0,false,,,Comparative Government Launch Lesson
1764,11-social-studies-civics-and-government-us-government-institutions-policy,Social Studies,11,24,0,0,0,0,false,,,"US Government (institutions, policy) Launch Lesson"
1765,12-social-studies-civics-and-government-comparative-government,Social Studies,12,24,0,0,0,0,false,,,Comparative Government Launch Lesson
1766,12-social-studies-civics-and-government-us-government-institutions-policy,Social Studies,12,24,0,0,0,0,false,,,"US Government (institutions, policy) Launch Lesson"
1767,2-social-studies-civics-and-government-rules-and-community,Social Studies,2,24,0,0,0,0,false,,,Rules & Community Launch Lesson
1768,2-social-studies-civics-and-government-symbols-and-holidays,Social Studies,2,20,0,0,0,0,false,,,Symbols & Holidays Launch Lesson
1780,9-social-studies-civics-and-government-comparative-government,Social Studies,9,24,0,0,0,0,false,,,Comparative Government Launch Lesson
1781,9-social-studies-civics-and-government-us-government-institutions-policy,Social Studies,9,24,0,0,0,0,false,,,"US Government (institutions, policy) Launch Lesson"
1782,k-social-studies-civics-and-government-rules-and-community,Social Studies,K,24,0,0,0,0,false,,,Rules & Community Launch Lesson
1783,k-social-studies-civics-and-government-symbols-and-holidays,Social Studies,K,20,0,0,0,0,false,,,Symbols & Holidays Launch Lesson
1784,1-social-studies-economics-and-financial-literacy-choices-and-trade,Social Studies,1,20,0,0,0,0,false,,,Choices & Trade Launch Lesson
1785,1-social-studies-economics-and-financial-literacy-needs-vs-wants,Social Studies,1,8,0,0,0,0,false,,,Needs vs Wants Launch Lesson
1786,10-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,10,20,0,0,0,0,false,,,Macro/Micro (OpenStax where applicable) Launch Lesson
1787,10-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,10,24,0,0,0,0,false,,,"Personal Finance (taxes, credit) Launch Lesson"
1788,11-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,11,20,0,0,0,0,false,,,Macro/Micro (OpenStax where applicable) Launch Lesson
1789,11-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,11,24,0,0,0,0,false,,,"Personal Finance (taxes, credit) Launch Lesson"
1790,12-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,12,20,0,0,0,0,false,,,Macro/Micro (OpenStax where applicable) Launch Lesson
1791,12-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,12,24,0,0,0,0,false,,,"Personal Finance (taxes, credit) Launch Lesson"
1792,2-social-studies-economics-and-financial-literacy-choices-and-trade,Social Studies,2,20,0,0,0,0,false,,,Choices & Trade Launch Lesson
1793,2-social-studies-economics-and-financial-literacy-needs-vs-wants,Social Studies,2,8,0,0,0,0,false,,,Needs vs Wants Launch Lesson
1806,9-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,9,20,0,0,0,0,false,,,Macro/Micro (OpenStax where applicable) Launch Lesson
1807,9-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,9,24,0,0,0,0,false,,,"Personal Finance (taxes, credit) Launch Lesson"
1808,k-social-studies-economics-and-financial-literacy-choices-and-trade,Social Studies,K,20,0,0,0,0,false,,,Choices & Trade Launch Lesson
1809,k-social-studies-economics-and-financial-literacy-needs-vs-wants,Social Studies,K,8,0,0,0,0,false,,,Needs vs Wants Launch Lesson
1810,1-social-studies-us-history-national-symbols,Social Studies,1,16,0,0,0,0,false,,,National Symbols Launch Lesson
1811,10-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,10,28,0,0,0,0,false,,,Thematic/AP-style depth (PD docs) Launch Lesson
1812,11-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,11,28,0,0,0,0,false,,,Thematic/AP-style depth (PD docs) Launch Lesson
1813,12-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,12,28,0,0,0,0,false,,,Thematic/AP-style depth (PD docs) Launch Lesson
1814,2-social-studies-us-history-national-symbols,Social Studies,2,16,0,0,0,0,false,,,National Symbols Launch Lesson
1815,2-social-studies-us-history-personal-family-history,Social Studies,2,16,0,0,0,0,false,,,Personal/Family History Launch Lesson
1826,9-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,9,28,0,0,0,0,false,,,Thematic/AP-style depth (PD docs) Launch Lesson
1827,k-social-studies-us-history-national-symbols,Social Studies,K,16,0,0,0,0,false,,,National Symbols Launch Lesson
1828,k-social-studies-us-history-personal-family-history,Social Studies,K,16,0,0,0,0,false,,,Personal/Family History Launch Lesson
1829,1-social-studies-world-history-and-geography-cultures-intro,Social Studies,1,20,0,0,0,0,false,,,Cultures (intro) Launch Lesson
1830,1-social-studies-world-history-and-geography-maps-globes-basic,Social Studies,1,12,0,0,0,0,false,,,Maps/Globes (basic) Launch Lesson
1831,10-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,10,24,0,0,0,0,false,,,"Modern Era, Globalization, Human Geography Launch Lesson"
1832,11-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,11,24,0,0,0,0,false,,,"Modern Era, Globalization, Human Geography Launch Lesson"
1833,12-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,12,24,0,0,0,0,false,,,"Modern Era, Globalization, Human Geography Launch Lesson"
1834,2-social-studies-world-history-and-geography-cultures-intro,Social Studies,2,20,0,0,0,0,false,,,Cultures (intro) Launch Lesson
1835,2-social-studies-world-history-and-geography-maps-globes-basic,Social Studies,2,12,0,0,0,0,false,,,Maps/Globes (basic) Launch Lesson
1848,9-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,9,24,0,0,0,0,false,,,"Modern Era, Globalization, Human Geography Launch Lesson"
1849,k-social-studies-world-history-and-geography-cultures-intro,Social Studies,K,20,0,0,0,0,false,,,Cultures (intro) Launch Lesson
1850,k-social-studies-world-history-and-geography-maps-globes-basic,Social Studies,K,12,0,0,0,0,false,,,Maps/Globes (basic) Launch Lesson
1851,5-electives-arts-and-music-notation-basics,Electives,5,4,0,0,0,0,false,,,Understanding Musical Structure and Expression
1852,6-electives-computer-science-data-and-graphics,Electives,6,4,0,0,0,0,false,,,Understanding Data and Creating Visualizations
1853,6-electives-computer-science-intro-python-js,Electives,6,4,0,0,0,0,false,,,Introduction to Text-Based Programming in Python or JavaScript
1854,6-electives-arts-and-music-art-history-pd-images,Electives,6,4,0,0,0,0,false,,,Discovering Artists and Artwork from History
1855,6-electives-arts-and-music-music-theory-intro,Electives,6,4,0,0,0,0,false,,,Building Blocks of Musical Sound: Introduction to Theory
1856,7-electives-arts-and-music-art-history-pd-images,Electives,7,4,0,0,0,0,false,,,Modern and Contemporary Art: Revolution and Reflection
1857,7-electives-arts-and-music-music-theory-intro,Electives,7,660,0,0,0,0,false,,,Advanced Harmony: Chords in Motion
1858,5-electives-arts-and-music-drawing-painting-techniques,Electives,5,4,0,0,0,0,false,,,Mastering Artistic Techniques and Expression
1859,1-electives-arts-and-music-colors-shapes-in-art,Electives,1,20,0,0,0,0,false,,,Colors/Shapes in Art Launch Lesson
1860,1-electives-arts-and-music-rhythm-and-melody,Electives,1,12,0,0,0,0,false,,,Rhythm & Melody Launch Lesson
1861,10-electives-arts-and-music-studio-art-design-music-composition-performance,Electives,10,28,0,0,0,0,false,,,"Studio Art, Design, Music Composition/Performance Launch Lesson"
1862,11-electives-arts-and-music-studio-art-design-music-composition-performance,Electives,11,28,0,0,0,0,false,,,"Studio Art, Design, Music Composition/Performance Launch Lesson"
1863,12-electives-arts-and-music-studio-art-design-music-composition-performance,Electives,12,28,0,0,0,0,false,,,"Studio Art, Design, Music Composition/Performance Launch Lesson"
1864,2-electives-arts-and-music-colors-shapes-in-art,Electives,2,20,0,0,0,0,false,,,Colors/Shapes in Art Launch Lesson
1865,2-electives-arts-and-music-rhythm-and-melody,Electives,2,12,0,0,0,0,false,,,Rhythm & Melody Launch Lesson
1866,3-electives-arts-and-music-drawing-painting-techniques,Electives,3,36,0,0,0,0,false,,,Discovering How to Draw and Paint
1867,3-electives-arts-and-music-notation-basics,Electives,3,129,0,0,0,0,false,,,Learning to Read Music Notes
1868,4-electives-arts-and-music-drawing-painting-techniques,Electives,4,40,0,0,0,0,false,,,Techniques That Make Art Come Alive
1869,4-electives-arts-and-music-notation-basics,Electives,4,4,0,0,0,0,false,,,Reading Rhythms and Melodies
1870,8-electives-arts-and-music-art-history-pd-images,Electives,8,36,0,0,0,0,false,,,"Critical Perspectives: Art, Power, and Identity"
1871,8-electives-arts-and-music-music-theory-intro,Electives,8,4,0,0,0,0,false,,,Complex Harmony and Compositional Strategies
1872,9-electives-arts-and-music-studio-art-design-music-composition-performance,Electives,9,28,0,0,0,0,false,,,"Studio Art, Design, Music Composition/Performance Launch Lesson"
1873,k-electives-arts-and-music-colors-shapes-in-art,Electives,K,20,0,0,0,0,false,,,Colors/Shapes in Art Launch Lesson
1874,k-electives-arts-and-music-rhythm-and-melody,Electives,K,12,0,0,0,0,false,,,Rhythm & Melody Launch Lesson
1875,1-electives-computer-science-algorithms-unplugged,Electives,1,12,0,0,0,0,false,,,Algorithms (unplugged) Launch Lesson
1876,1-electives-computer-science-patterns-and-sequencing,Electives,1,16,0,0,0,0,false,,,Patterns & Sequencing Launch Lesson
1877,10-electives-computer-science-cs-principles-data-structures-intro-web-dev-basics,Electives,10,24,0,0,0,0,false,,,"CS Principles, Data Structures (intro), Web Dev Basics Launch Lesson"
1878,11-electives-computer-science-cs-principles-data-structures-intro-web-dev-basics,Electives,11,24,0,0,0,0,false,,,"CS Principles, Data Structures (intro), Web Dev Basics Launch Lesson"
1879,12-electives-computer-science-cs-principles-data-structures-intro-web-dev-basics,Electives,12,24,0,0,0,0,false,,,"CS Principles, Data Structures (intro), Web Dev Basics Launch Lesson"
1880,2-electives-computer-science-algorithms-unplugged,Electives,2,12,0,0,0,0,false,,,Algorithms (unplugged) Launch Lesson
1881,2-electives-computer-science-patterns-and-sequencing,Electives,2,16,0,0,0,0,false,,,Patterns & Sequencing Launch Lesson
1882,3-electives-computer-science-block-based-programming,Electives,3,4,0,0,0,0,false,,,Getting Started with Block-Based Programming
1883,3-electives-computer-science-digital-citizenship,Electives,3,4,0,0,0,0,false,,,Being Safe and Kind Online
1884,4-electives-computer-science-block-based-programming,Electives,4,4,0,0,0,0,false,,,Controlling Programs with Loops and Decisions
1885,4-electives-computer-science-digital-citizenship,Electives,4,4,0,0,0,0,false,,,Protecting Yourself Online and Respecting Others
1886,5-electives-computer-science-block-based-programming,Electives,5,4,0,0,0,0,false,,,"Advanced Programming: Functions, Lists, and Patterns"
1887,5-electives-computer-science-digital-citizenship,Electives,5,4,0,0,0,0,false,,,Being Smart About Information Online and Staying Healthy
1888,7-electives-computer-science-data-and-graphics,Electives,7,51,0,0,0,0,false,,,"Analyzing Data: Patterns, Bias, and Truthfulness"
1889,7-electives-computer-science-intro-python-js,Electives,7,4,0,0,0,0,false,,,"Building Programs with Functions, Lists, and Logic"
1890,8-electives-computer-science-data-and-graphics,Electives,8,4,0,0,0,0,false,,,"Advanced Data Analysis: Big Data, Bias, and Decision-Making"
1891,8-electives-computer-science-intro-python-js,Electives,8,36,0,0,0,0,false,,,"Advanced Programming: Objects, Error Handling, and Real Problems"
1892,9-electives-computer-science-cs-principles-data-structures-intro-web-dev-basics,Electives,9,24,0,0,0,0,false,,,"CS Principles, Data Structures (intro), Web Dev Basics Launch Lesson"
1893,k-electives-computer-science-algorithms-unplugged,Electives,K,12,0,0,0,0,false,,,Algorithms (unplugged) Launch Lesson
1894,k-electives-computer-science-patterns-and-sequencing,Electives,K,16,0,0,0,0,false,,,Patterns & Sequencing Launch Lesson
1895,10-electives-financial-literacy-elective-investing-basics,Electives,10,24,0,0,0,0,false,,,Investing Basics Launch Lesson
1896,10-electives-financial-literacy-elective-taxes-credit-debt,Electives,10,28,0,0,0,0,false,,,Taxes/Credit/Debt Launch Lesson
1897,11-electives-financial-literacy-elective-investing-basics,Electives,11,24,0,0,0,0,false,,,Investing Basics Launch Lesson
1898,11-electives-financial-literacy-elective-taxes-credit-debt,Electives,11,28,0,0,0,0,false,,,Taxes/Credit/Debt Launch Lesson
1899,12-electives-financial-literacy-elective-investing-basics,Electives,12,24,0,0,0,0,false,,,Investing Basics Launch Lesson
1900,12-electives-financial-literacy-elective-taxes-credit-debt,Electives,12,28,0,0,0,0,false,,,Taxes/Credit/Debt Launch Lesson
1901,6-electives-financial-literacy-elective-banking-basics,Electives,6,129,0,0,0,0,false,,,Understanding Banks and Your Money
1902,6-electives-financial-literacy-elective-saving-budgeting,Electives,6,4,0,0,0,0,false,,,Creating Your First Budget and Saving Goals
1903,7-electives-financial-literacy-elective-banking-basics,Electives,7,4,0,0,0,0,false,,,"Credit, Loans, and Building Your Financial Identity"
1904,7-electives-financial-literacy-elective-saving-budgeting,Electives,7,56,0,0,0,0,false,,,Advanced Budgeting and Long-Term Financial Goals
1905,8-electives-financial-literacy-elective-banking-basics,Electives,8,129,0,0,0,0,false,,,"Financial Systems, Smart Banking, and Protecting Your Identity"
1906,8-electives-financial-literacy-elective-saving-budgeting,Electives,8,4,0,0,0,0,false,,,"Wealth Building: Investing, Planning, and Financial Independence"
1907,9-electives-financial-literacy-elective-investing-basics,Electives,9,24,0,0,0,0,false,,,Investing Basics Launch Lesson
1908,9-electives-financial-literacy-elective-taxes-credit-debt,Electives,9,28,0,0,0,0,false,,,Taxes/Credit/Debt Launch Lesson
1909,1-electives-health-and-pe-movement-safety-hygiene,Electives,1,24,0,0,0,0,false,,,"Movement, Safety, Hygiene Launch Lesson"
1910,10-electives-health-and-pe-wellness-mental-health-basics-cpr-aed-awareness,Electives,10,28,0,0,0,0,false,,,"Wellness, Mental Health Basics, CPR/AED awareness Launch Lesson"
1911,11-electives-health-and-pe-wellness-mental-health-basics-cpr-aed-awareness,Electives,11,28,0,0,0,0,false,,,"Wellness, Mental Health Basics, CPR/AED awareness Launch Lesson"
1912,12-electives-health-and-pe-wellness-mental-health-basics-cpr-aed-awareness,Electives,12,28,0,0,0,0,false,,,"Wellness, Mental Health Basics, CPR/AED awareness Launch Lesson"
1913,2-electives-health-and-pe-movement-safety-hygiene,Electives,2,24,0,0,0,0,false,,,"Movement, Safety, Hygiene Launch Lesson"
1914,3-electives-health-and-pe-nutrition-fitness-safety,Electives,3,36,0,0,0,0,false,,,"Healthy Eating, Movement, and Staying Safe"
1915,4-electives-health-and-pe-nutrition-fitness-safety,Electives,4,4,0,0,0,0,false,,,"Balanced Meals, Physical Fitness, and Wellness"
1916,5-electives-health-and-pe-nutrition-fitness-safety,Electives,5,4,0,0,0,0,false,,,"Nutrients, Physical Training, and Food Safety"
1917,6-electives-health-and-pe-body-systems-and-health,Electives,6,36,0,0,0,0,false,,,Body Systems: How Your Body Works
1918,6-electives-health-and-pe-fitness-planning,Electives,6,4,0,0,0,0,false,,,Creating Your Personal Fitness Plan
1919,7-electives-health-and-pe-body-systems-and-health,Electives,7,4,0,0,0,0,false,,,Advanced Body Systems: Integration and Disease Prevention
1920,7-electives-health-and-pe-fitness-planning,Electives,7,46,0,0,0,0,false,,,"Advanced Training: Progression, Variety, and Performance"
1921,8-electives-health-and-pe-body-systems-and-health,Electives,8,4,0,0,0,0,false,,,"Chronic Disease, Lifestyle, and Personal Health Planning"
1922,8-electives-health-and-pe-fitness-planning,Electives,8,50,0,0,0,0,false,,,"Lifetime Fitness: Genetics, Goals, and Sustainability"
1923,9-electives-health-and-pe-wellness-mental-health-basics-cpr-aed-awareness,Electives,9,28,0,0,0,0,false,,,"Wellness, Mental Health Basics, CPR/AED awareness Launch Lesson"
1924,k-electives-health-and-pe-movement-safety-hygiene,Electives,K,24,0,0,0,0,false,,,"Movement, Safety, Hygiene Launch Lesson"
3225,k-electives-arts-and-music-colors-shapes-in-art,Electives,K,20,0,0,0,0,false,,,Colors/Shapes in Art Launch Lesson
3238,k-english-language-arts-reading-informational-simple-nonfiction-animals-places,English Language Arts,K,16,0,0,0,0,false,,,"Simple Nonfiction (animals, places) Launch Lesson"
3239,9-english-language-arts-reading-informational-literary-nonfiction-pd-open,English Language Arts,9,24,0,0,0,0,false,,,Literary Nonfiction (PD/open) Launch Lesson
3251,1-mathematics-data-and-probability-statistics-picture-bar-graphs-intro,Mathematics,1,16,0,0,0,0,false,,,Picture/Bar Graphs (intro) Launch Lesson
3252,10-mathematics-data-and-probability-statistics-confidence-intervals-and-hypothesis-tests-intro-hs-stats,Mathematics,10,28,0,0,0,0,false,,,Confidence Intervals & Hypothesis Tests (intro HS Stats) Launch Lesson
3255,k-mathematics-data-and-probability-statistics-categorize-and-tally,Mathematics,K,16,0,0,0,0,false,,,Categorize & Tally Launch Lesson
3264,2-science-earth-and-space-weather-and-seasons,Science,2,24,0,0,0,0,false,,,Weather & Seasons Launch Lesson
3265,10-science-earth-and-space-geology-minerals-rocks,Science,10,32,0,0,0,0,false,,,Geology (minerals/rocks) Launch Lesson
3266,9-science-earth-and-space-astronomy-astrophysics-intro,Science,9,28,0,0,0,0,false,,,Astronomy/Astrophysics (intro) Launch Lesson
3267,12-science-physical-science-thermodynamics,Science,12,28,0,0,0,0,false,,,Thermodynamics Launch Lesson
3276,k-science-earth-and-space-earth-materials-rocks-soil,Science,K,24,0,0,0,0,false,,,Earth Materials (rocks/soil) Launch Lesson
3277,2-social-studies-civics-and-government-rules-and-community,Social Studies,2,24,0,0,0,0,false,,,Rules & Community Launch Lesson
3278,12-social-studies-civics-and-government-comparative-government,Social Studies,12,24,0,0,0,0,false,,,Comparative Government Launch Lesson
4510,k-social-studies-economics-and-financial-literacy-choices-and-trade,Social Studies,K,4,0,0,0,0,false,,,Choices & Trade: Launch Lesson
4513,9-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,9,4,0,0,0,0,false,,,"Modern Era, Globalization, Human Geography: Launch Lesson"
4518,k-social-studies-world-history-and-geography-cultures-intro,Social Studies,K,4,0,0,0,0,false,,,Cultures (intro): Launch Lesson
4519,k-social-studies-world-history-and-geography-maps-globes-basic,Social Studies,K,4,0,0,0,0,false,,,Maps/Globes (basic): Launch Lesson
